smiles,standard_type,value,units,bindingdb_id,data_validity_comment,activity_comment,warning_flag
CN(C)CCCNc1ccc(cc1C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:48|,Ki, 2.942,nM,324883,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]c(cc34)C(F)(F)F)c2)=C(C1)c1ccc(Cl)cc1 |c:67|,Ki, 2.954,nM,281542,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)C4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]c(cc34)C(F)(F)F)c2)=C(C1)c1ccc(Cl)cc1,Ki, 2.954,nM,387791,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 3.001,nM,324970,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1cccc(F)c1 |c:58|,Ki, 3.022,nM,324799,,,False
CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2n(C)ccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 3.039,nM,281349,,,False
CN(C)CCCNc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2n(C)ccc12)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 3.039,nM,387595,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 3.066,nM,325020,,,False
"FC(F)(F)S(=O)(=O)c1cc(ccc1NC1CCC(CC1)N1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1Cl)N1CCN(CC2=C(CCOCC2)c2ccc(Cl)cc2)CC1 |t:60,(.91,8.21,;2.25,7.44,;3.58,6.67,;1.48,6.11,;3.02,8.77,;3.79,10.11,;1.68,9.54,;4.35,8,;4.35,6.46,;5.69,5.69,;7.02,6.46,;7.02,8,;5.69,8.77,;5.69,10.31,;7.02,11.08,;7.02,12.62,;8.35,13.39,;9.69,12.62,;9.69,11.08,;8.35,10.31,;11.02,13.39,;11.02,14.93,;12.35,15.7,;13.69,14.93,;13.69,13.39,;12.35,12.62,;5.69,4.15,;7.23,4.15,;4.15,4.15,;5.69,2.61,;4.35,1.84,;3.02,2.61,;4.35,.3,;5.69,-.47,;5.69,-2.01,;4.35,-2.78,;3.02,-2.01,;3.02,-.47,;1.68,.3,;.35,-.47,;-.98,.3,;-2.32,-.47,;-3.78,.01,;-4.69,-1.24,;-3.78,-2.48,;-2.32,-2.01,;-.98,-2.78,;.35,-2.01,;1.68,-2.78,;4.35,-4.32,;5.69,-5.09,;5.69,-6.63,;4.35,-7.4,;4.35,-8.94,;3.02,-9.71,;3.13,-11.24,;2,-12.29,;.48,-12.06,;-.29,-10.73,;.27,-9.29,;1.75,-8.84,;4.57,-11.8,;5.77,-10.84,;7.2,-11.41,;7.43,-12.93,;8.87,-13.49,;6.23,-13.89,;4.8,-13.33,;3.02,-6.63,;3.02,-5.09,)|",Ki, 3.094,nM,281637,,,False
FC(F)(F)S(=O)(=O)c1cc(ccc1NC1CCC(CC1)N1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cc2cc[nH]c2cc1Cl)N1CCN(CC2=C(CCOCC2)c2ccc(Cl)cc2)CC1,Ki, 3.094,nM,387889,,,False
COC1(Cc2ccccc2F)CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)[N+]([O-])=O |r|,Ki, 3.1,nM,38805,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]cc(Cl)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 3.181,nM,387861,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]cc(Cl)c12)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:50|,Ki, 3.181,nM,281610,,,False
COc1ccccc1CN1CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(N[C@H](CCN(C)C)CSc2ccccc2)c(c1)[N+]([O-])=O |r|,Ki, 3.2,nM,38823,,,False
CC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NC3CCN(CC3)C3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)c1 |t:53|,Ki, 3.283,nM,281551,,,False
CC(=O)Nc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NC3CCN(CC3)C3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)c1,Ki, 3.283,nM,387801,,,False
CCN(CC)C[C@@H](O)CNc1ccc(NC[C@H]2CO2)c2C(=O)c3ccccc3C(=O)c12,Ki, 3.3,nM,51462825,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:55|,Ki, 3.314,nM,324977,,,False
COc1ccc(Cn2nnc3c(Oc4cc(ccc4C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c(c4)[N+]([O-])=O)N4CCN(CC5=C(CC(C)(C)CC5)c5ccc(Cl)cc5)CC4)cccc23)cc1 |t:50|,Ki, 3.34,nM,281665,,,False
COc1ccc(Cn2nnc3c(Oc4cc(ccc4C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c(c4)[N+]([O-])=O)N4CCN(CC5=C(CC(C)(C)CC5)c5ccc(Cl)cc5)CC4)cccc23)cc1,Ki, 3.34,nM,387917,,,False
[#6]-[#7](-[#6])-[#6]-[#6]-[#6@H](-[#6]-[#16]-c1ccccc1)-[#7]-c1ccc(cc1-[#7+](-[#8-])=O)S(=O)(=O)[#7]-[#6](=O)-c1ccc(cc1)-[#7]-1-[#6]-[#6]\[#6](-[#6]-[#6]-1)=[#6]/c1ccc(F)cc1 |r|,Ki, 3.4,nM,38793,,,False
[O-][N+](=O)c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 3.451,nM,387587,,,False
[O-][N+](=O)c1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 3.451,nM,281341,,,False
COCCNc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 3.46,nM,1180018,,,False
COCCNc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 3.46,nM,704685,,,False
COCCNc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki, 3.46,nM,1372824,,,False
COCCNc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 3.461,nM,325021,,,False
COCCNc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1 |t:49|,Ki, 3.461,nM,339642,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#C)c(Oc3cc4cc[nH]c4cc3F)c2)CO1)c1ccc(Cl)cc1 |t:4|,Ki, 3.484,nM,281646,,,False
CC1(C)CC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#C)c(Oc3cc4cc[nH]c4cc3F)c2)CO1)c1ccc(Cl)cc1,Ki, 3.484,nM,387898,,,False
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2NC2CCCCC2)CC1 |r|,Ki, 3.5,nM,38826,,,False
FC(F)(F)S(=O)(=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1ccc2[nH]ccc2c1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Ki, 3.516,nM,324791,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(c3)C#C)c(Oc3cccc4[nH]ccc34)c2)=C(C1)c1ccc(Cl)cc1 |c:56|,Ki, 3.54,nM,325094,,,False
CN(C)C(=O)COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 3.567,nM,387684,,,False
CN(C)C(=O)COc1cccc(Oc2cc(ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)[N+]([O-])=O)N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)c1,Ki, 3.567,nM,281438,,,False
[O-][N+](=O)c1cc(ccc1NCCCN1CCCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cccc2[nH]ccc12)N1CCN(CC2=C(CCCCCC2)c2ccc(Cl)cc2)CC1 |w:45.57|,Ki, 3.664,nM,324858,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCC(F)(F)CC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1 |c:58|,Ki, 3.684,nM,325011,,,False
Oc1ccc(cc1)N(C(=O)c1cc(-c2cc3OCOc3cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2CCCCc12)c1ccccc1,Ki, 3.7,nM,51462834,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@@H]4CCN(C4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704801,,,False
COCCOCCN1CC[C@H](C1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179961,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CN(CC#N)CCO4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704806,,,False
CN1CCN(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)OC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179966,,,False
CN(C)CC(=O)N1CCOC(CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1,Ki,<0.010,nM,704807,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4COCCN4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179964,,,False
COCCOCCN1CCOC(CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1,Ki,<0.010,nM,704805,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CN(C4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179965,,,False
CC(=O)N1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179938,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CN(CCO4)C4COC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179937,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H]4CCOC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704830,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179942,,,False
CC(C)(C)N1CCC(CC1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,704819,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H]4CCN(C4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704816,,,False
COCCOCCS(=O)(=O)c1ccc(cc1Cl)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179948,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CN(CCO4)C(CF)CF)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704843,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki,<0.010,nM,1179985,,,False
CN(C)CC(=O)N1CC[C@H](C1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,704846,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CCC3(CCCC3)C2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179990,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CN(C4)C4COC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704847,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4COCCN4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179988,,,False
COCCOCCN1CC[C@H](C1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,704845,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki,<0.010,nM,1179989,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCS(=O)(=O)CC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179994,,,False
CC(C)(C)N1CCC(CC1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CC(C)(C)CC2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,704832,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NC4CCN(CC4)S(C)(=O)=O)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179992,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CN(CCO4)C4COC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704833,,,False
CN(C)CC(=O)N1CCC(F)(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki,<0.010,nM,1179993,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3cnc(OCC4CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki,<0.010,nM,704859,,,False
CN(C)CC(=O)N1CCO[C@@H](CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1,Ki,<0.010,nM,1179971,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CCC3(CCN(CC3)C(CF)CF)C2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,704856,,,False
CC(C)N1CCC2(CC1)CCC(=C(CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c1)C2)c1ccc(Cl)cc1,Ki,<0.010,nM,704857,,,False
CN(C)CC(=O)N1CCO[C@H](CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1,Ki,<0.010,nM,1179969,,,False
[O-][N+](=O)c1cc(ccc1N[C@H]1CC[C@@H](CC1)N1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CCC3(CCCC3)C2)c2ccc(Cl)cc2)CC1,Ki, 0.010,nM,1179974,,,False
CN(C)CC(=O)N1CCC(F)(COc2ncc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki,<0.010,nM,704861,,,False
CN(C)CC(=O)N1CCO[C@@H](CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1,Ki,<0.010,nM,704850,,,False
[O-][N+](=O)c1cc(ccc1OCC1(F)CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CCC3(CCCC3)C2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179978,,,False
CO[C@@H]1CC[C@H](CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)OC3)c3ccc(Cl)cc3)CC2)CC1,Ki,<0.010,nM,1179976,,,False
CN(C)CC(=O)N1CCO[C@H](CNc2ccc(cc2[N+]([O-])=O)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)C1,Ki,<0.010,nM,704849,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H]4CCN(CC#N)C4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179977,,,False
CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1179982,,,False
[O-][N+](=O)c1cc(ccc1NCC1CCOCC1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCN(CC2=C(CCC3(CCN(CC3)C(CF)CF)C2)c2ccc(Cl)cc2)CC1,Ki,<0.010,nM,1179983,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H]4CCN(CC#N)C4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704853,,,False
CN1CCC(F)(COc2ccc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki,<0.010,nM,704874,,,False
CN1CCC(F)(COc2ccc(cc2Cl)S(=O)(=O)NC(=O)c2ccc(cc2Oc2cnc3[nH]ccc3c2)N2CCN(CC3=C(CC(C)(C)CC3)c3ccc(Cl)cc3)CC2)CC1,Ki,<0.010,nM,1180019,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCN(CC4)C(CF)CF)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704873,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCN(CC4)C(CF)CF)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1180017,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCN(CC(F)F)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,1180023,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCN(CC(F)F)CC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki,<0.010,nM,704876,,,False
CC(C)n1cc(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3ccc4[nH]ccc4c3)c2)c(cc1=O)-c1ccc(Cl)cc1,Ki, 3.727,nM,325013,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCOCC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1 |c:60|,Ki, 3.779,nM,281671,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(OCC4(F)CCOCC4)c(c3)S(=O)(=O)C(F)(F)F)c(Oc3cnc(N)c(Cl)c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 3.779,nM,387923,,,False
Cc1c(C(O)=O)c(c(-c2ccc(Cl)cc2)n1C)-c1cccc(c1)N1CCN(CC1)c1ccc(NS(=O)(=O)c2ccc(N[C@H](CCN3CCCCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)cc1,Ki, 3.8,nM,50969067,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc4nc[nH]c(=O)c4c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 3.96,nM,1372801,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc4nc[nH]c(=O)c4c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 3.96,nM,1179972,,,False
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc4nc[nH]c(=O)c4c3)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Ki, 3.96,nM,704662,,,False
